리뷰,rep,index,Processing,평가
"날이더워 부분적으론 부폐한 쓰래기 냄새가 나는곳도 있지만 7,8월동안 열리는 퐁당축제는 다채로움에 연속이네요",1,976,"['날', '덥다', '부분', '적', '으론', '부폐', '한', '쓰래', '기', '냄새', '는', '곳도', '8월', '열리다', '퐁당', '축제', '는', '다', '채', '로움', '연속', '이네', '요']",부정
이랜드 유람선 선착장근처엔 먹거리도 많으니 방문해 보세요,2,976,"['이랜드', '유람선', '선착장', '근처', '엔', '먹거리', '도', '많다', '방문', '하다', '보다']",긍정
봄에서 초겨울까지 가기 좋은 곳인거 같습니다.,0,977,"['봄', '초겨울', '가기', '좋다', '곳', '인거']",긍정
저같은 경우에는 자전거를 타고 와서 힘들기는 하지만 한강공원 중에서는 가장 마음에 듭니다.,1,977,"['경우', '에는', '자전거', '타고', '오다', '힘들다', '기다', '한강', '공원', '중', '에서는', '가장', '마음', '듭니', '다']",긍정
공기 좋은날 자전거 타기 좋은 곳,0,978,"['공기', '좋다', '날', '자전거', '좋다', '곳']",긍정
선선한 강바람과 여유가 필요하다면.,0,979,"['선선', '한', '강바람', '여유', '필요하다']",긍정
한강은 한국에서 자랑할만한 장소입니다.,0,980,"['한강', '은', '한국', '자랑', '하다', '한', '장소', '이다']",긍정
"강북과 강남을 잇고, 봄, 여름, 가을, 겨울 언제든 가도 새로운 모습을 보여주고 편하게 쉴 수 있는 장소입니다.",1,980,"['강북', '강남', '잇다', '봄', '여름', '가을', '겨울', '든', '가도', '새롭다', '모습', '보여주다', '편하다', '쉬다', '수', '장소', '이다']",긍정
"지하철역에서 나올때 전단지를 나눠주는데, 한장이라도 받으면 모든 분들이 모여서 다 주시는통에.. 한장을 받으려다 어마어마하게 받게될 수도 있습니다^^;;;",2,980,"['지하철역', '나오다', '전단지', '나누다', '한장', '이라도', '받다', '모든', '분', '여서', '다', '주시', '는', '통', '..', '한장', '받다', '어마어마하다', '받다', '되다', '수도', '^^;;;']",긍정
날씨가 따뜻하면 직장인들 나와서 도시락 먹고 저녁에는 치맥 파리~~ 여의나루역에서 나오면 전단지 나눠주는 사람들 있음,0,981,"['날씨', '따뜻하다', '직장', '인들', '나오다', '도시락', '먹다', '저녁', '에는', '치맥', '파리', '~~', '여의나루역', '나오다', '전단지', '나누다', '사람']",부정
배달시키면 도착 !,1,981,"['배달', '도착']",부정
술은 편의점보다 마트에서 사가는게 유리함 ㅋ,2,981,"['술', '은', '편의점', '보다', '마트', '사가다', '유리하다', 'ㅋ']",긍정
방문한 날이 하필 벚꽃축제 기간이라 사람폭탄이어서 여유로운 한강의 느낌은 아니었어요.,0,982,"['방문', '한', '날', '하필', '벚꽃', '축제', '기간', '이라', '사람', '폭탄', '여유', '로운', '한강', '느낌', '은', '아니다']",부정
"벚꽃은 잔디밭 내려가기 전 여의나루역 3번출구 라인에 있는게 다였고, 라면자판기 꼭 먹어봐야지했는데 줄도 긴데다 사람에 치여 쏟을까 무서워서 포기했어요.",1,982,"['벚꽃', '은', '잔디밭', '내려가다', '전', '여의나루역', '번', '출구', '라인', '다', '이다', '라면', '자판기', '꼭', '먹다', '보다', '하다', '줄', '도', '기다', '사람', '치이다', '쏟다', '무섭다', '포기', '하다']",부정
차라리 세종 호수공원이 더 나았네요.,2,982,"['세종', '호수', '공원', '더', '나다']",긍정
여의도한강공원 한여름에 시원한물에 발담그며 더위를식히니까 좋다,0,983,"['여의도', '한강', '공원', '한여름', '시원하다', '물', '발', '담그다', '더위', '식히다', '좋다']",긍정
3월의 한강은 아직 춥네요ㅠㅠ,0,984,"['3월', '한강', '은', '아직', '추다', 'ㅠㅠ']",부정
좋아요,0,985,['좋다'],긍정
시원하게흐르는물길이 너무좋은거같아요,1,985,"['시원하다', '흐르다', '물길', '너무', '좋다', '거']",긍정
같이간아이와 발 담갔어요,2,985,"['가다', '발', '담그다']",긍정
아주시원하고 좋았어요,3,985,"['아주', '시원하다', '좋다']",긍정
(*),4,985,['(*)'],긍정
2번이나 3번출구로나가면 도보3분거리에 한강을 볼수있습니다,0,986,"['번', '이나', '번', '출구', '나가다', '도보', '3분', '거리에', '한강', '보다']",부정
배달음식은 픽업지역으로 시키면됩니다,1,986,"['배달', '음식', '은', '픽업', '지역', '되다']",부정
특징놀이터: 아니요공중화장실: 예목줄 없이 반려견 산책이 가능한 구역: 아니요피크닉 테이블: 예바비큐 그릴: 아니요반려견 동반 환경사람이많아서 목줄이 필수입니다.,2,986,"['특징', '놀이터', ':', '아니다', '공중화장실', ':', '목줄', '없이', '반려견', '산책', '가능하다', '구역', ':', '아니다', '피크닉', '테이블', ':', '바비큐', '그릴', ':', '아니다', '반려견', '동반', '환경', '사람', '많다', '목', '줄이다', '필수', '이다']",긍정
시원한 바람 쐬며 앉아있기도 좋고 한 번씩 걷기도 좋은 곳입니다.,0,987,"['시원하다', '바람', '쐬다', '앉다', '기도', '좋다', '하다', '번', '씩', '걷기', '도', '좋다', '곳', '이다']",긍정
행사같은 것도 많이 해서 좋고 버스킹도 하고 재밌는 곳입니다.,1,987,"['행사', '도', '많이', '하다', '좋다', '버스킹', '도', '하다', '재밌다', '곳', '이다']",긍정
가족들이나 연인끼리 휴식을 취하기 좋은 곳 이지만! 주말이나 휴일에는 너무 사람도 많고 잡상인도 많고 쓰레기도 많고......,0,988,"['가족', '이나', '연인', '끼리', '휴식', '취하', '기', '좋다', '곳', '주말', '이나', '휴일', '에는', '너무', '사람', '도', '많다', '잡상인', '도', '많다', '쓰레기', '도', '많다', '......']",긍정
등등 선택은 본인이!!,1,988,"['선택', '은', '본인', '!!']",긍정
주말 주차장 부족.,0,989,"['주말', '주차장', '부족']",부정
잔디밭에는 쓰레기들.,1,989,"['잔디밭', '에는', '쓰레기']",부정
술 먹고 떠드는 20대.,2,989,"['술', '먹다', '떠들다', '20', '대다']",부정
배달 오토바이들로 위험한 도로.,3,989,"['배달', '오토바이', '위험하다', '도로']",부정
그럼에도 불구하고 탁트인 전경과 시원한 강바람,4,989,"['그렇다', '불구', '하고', '탁트인', '전경', '시원하다', '강바람']",긍정
볼꺼리가 너무없네요,0,990,"['볼', '꺼리다', '너무', '없다']",부정
여의도 한강유원지에 자주 강바람을 쐬러가곤 합니다,0,991,"['여의도', '한강', '유원지', '자주', '강바람', '쐬다', '가다', '하다']",부정
대도시의 한복판에 한강이 있다는것이정말로 행운이라고 생각합니다,1,991,"['대도시', '한', '복판', '한강', '정말로', '행운', '이라고', '생각', '하다']",부정
깨끗하고 재밋음.,0,992,"['깨끗하다', '재밋음']",긍정
무조건 연인이랑 갈것.,1,992,"['무조건', '연인', '이랑', '갈다']",긍정
탁트인 전망에 날씨까지 맑으니 무더위에도 정말 편안하고 즐겁게 있다 왔습니다,0,993,"['탁트인', '전망', '날씨', '맑다', '무더위', '에도', '정말', '편안하다', '즐겁다', '오다']",긍정
아들이랑 엄마가 멍 때리기엔 정말 좋습니다,0,994,"['아들', '이랑', '엄마', '멍', '리기', '엔', '정말', '좋다']",긍정
그리고 주말엔 추워서 늦게까지 있기엔 아닌것 갔습니다,1,994,"['주말', '엔', '춥다', '늦다', '아니다', '가다']",부정
연인들이나  친구들은 좋을것 같아요,2,994,"['연인', '이나', '친구', '은', '좋다']",긍정
도심에서 가까운  휴식공간,0,995,"['도심', '가깝다', '휴식', '공간']",부정
밤에 혼자 맥주마시기 딱 좋은 곳,0,996,"['밤', '맥주', '마시기', '좋다', '곳']",긍정
벚꽃구경 실컷하고 왔어요,0,997,"['벚꽃', '구경', '실컷', '하고', '오다']",긍정
편의점위에 김병만치킨이라고 있는데 그곳 비추천합니다.,0,998,"['편의점', '위', '김병만', '치킨', '이라고', '곳', '비추다', '천하다']",부정
그쪽주인이 비위생적으로 하고 치킨도 오래되보이더라고요.,1,998,"['쪽', '주인', '비위생적', '하다', '치킨', '도', '오래되다', '보이다']",부정
맛도 별로없고...,2,998,"['맛', '도', '별로', '없다']",부정
몇일전에 튀겨놓은것을 다시튀겨서 파는거같이 치킨색도 이상하고 저는 그거먹고 배탈나서 지금 고생중입니다...,3,998,"['일전', '튀기다', '다시', '튀기다', '팔다', '치킨', '색도', '이상하다', '는', '그거', '먹다', '배탈', '나서다', '지금', '고생', '중', '이다']",부정
여러분들은 그냥 나줘주시는 전단지에서 시켜먹는것을 추천드려요...,4,998,"['은', '그냥', '나다', '전단지', '먹다', '추천', '드리다']",부정
날씨는 춥지만 라면은 역시 한강라면!,0,999,"['날씨', '는', '추다', '라면', '은', '역시', '한강', '라면']",긍정
산책 자전거 러닝 돋자리 그늘막 가능합니다,0,1000,"['산책', '자전거', '러닝', '돋다', '그늘', '막', '가능하다']",긍정
이런 곳이 또 어디 있을까요,1,1000,"['이렇다', '곳']",부정
"역시 기대에 저버리지 않는 시설,  버스킹,  먹거리, 볼거리, 또 역시 이런게 대도시인 서울에 사는 맛.",0,1001,"['역시', '기대', '버리다', '않다', '시설', '버스킹', '먹거리', '볼거리', '역시', '이렇다', '대도시', '인', '서울', '살다', '맛']",부정
간간히 대중교통 이용해 오면 좋다.,1,1001,"['간간히', '대중교통', '이용', '하다', '오다', '좋다']",긍정
굳이 멀리 교외로 안나가더라도 어린아이 있는집은 좋을듯,2,1001,"['굳이', '멀리', '교외', '안', '나가다', '어리다', '집다', '좋다']",긍정
걷기좋습니다.,0,1002,"['걷기', '좋다']",긍정
화장실깨끗하고 벤치 곳곳에 많아요,1,1002,"['화장실', '깨끗하다', '벤치', '곳곳', '많다']",긍정
강바람이 시원하고 잘 조성되어 있네요~^^,0,1003,"['강바람', '시원하다', '자다', '조성', '되어다', '~^^']",긍정
평일 오전인데도 12시쯤 되가니까 사람이 엄청 북적북적합니다.,0,1004,"['평일', '오전', '인데', '도', '12시', '쯤', '되다', '사람', '엄청', '북적', '북적', '하다']",부정
11시쯤 도착해야 좋은자리 얻을 수 있을 것 같아요.,1,1004,"['11시', '쯤', '도착', '하다', '좋다', '자리', '얻다', '수']",긍정
야간에 한강을 즐기기에 좋아요.,0,1005,"['야간', '한강', '즐기다', '좋다']",긍정
딸이랑 같이 갔는데.,1,1005,"['딸', '이랑', '가다']",긍정
에어팟 본체 케이스 분실했어요. ㅠㅠ.,2,1005,"['에어팟', '본체', '케이스', '분실', '하다', 'ㅠㅠ']",부정
꼭 찾고싶어요.,3,1005,"['꼭', '찾다']",긍정
서울의 가장 대표적인 공원.,0,1006,"['서울', '가장', '대표', '적', '인', '공원']",긍정
여름에는 각종 수상스포츠 체험도 가능하고 평상시에는 자전거를 타거나 소풍을 나온 사람들로 북적북적하다.,1,1006,"['여름', '에는', '수상', '스포츠', '체험', '도', '가능하다', '평상시', '에는', '자전거', '소풍', '나오다', '사람', '북적', '북적', '다']",긍정
매년 열리는 불꽃 축제도 볼거리이다,2,1006,"['매년', '열리다', '불꽃', '축제', '도', '볼거리', '이다']",긍정
한강공원 중앙에 자전거 대여소 보다는 도로변에서 따릉이를 추천합니다!,0,1007,"['한강', '공원', '중앙', '자전거', '대', '여소', '보다는', '도로', '변', '따릉', '이를', '추천', '하다']",긍정
저렴하고 다른 정거장에도 반납 가능해서 편리하거든요ㅎㅎ,1,1007,"['저렴하다', '정거장', '에도', '반납', '가능하다', '편리하다', 'ㅎㅎ']",긍정
여름엔 너무 사람이 많아 정신이 없긴 합니다만 서울 시민의 최고의 휴식처입니다.,0,1008,"['여름', '엔', '너무', '사람', '많다', '정신', '없다', '하다', '서울', '시민', '최고', '휴식', '처', '이다']",부정
밤섬 건너편 쪽에서는 철새관찰할 수 있습니다.,1,1008,"['밤섬', '건너편', '쪽', '에서는', '철새', '관찰', '하다', '수']",긍정
서울 한강을 찾아온 가마우지들이 반갑네요,2,1008,"['서울', '한강', '찾아오다', '가마우지', '반갑다']",긍정
한여름밤 공원에서 나들이 좋아요,0,1009,"['한', '여름밤', '공원', '나들이', '좋다']",긍정
"여의도 한강공원 접근: 여의도역,여의나루역,국회의사당역 으로 편리.",0,1010,"['여의도', '한강', '공원', '접근', ':', '여의도역', '여의나루역', '국회의사당역', '편리']",긍정
"볼거리,놀거리: 여의도 공원에서 자전거 타기 한강에서 치킨 배달해 먹기 IFC Mall에서 놀기. (CGV포함)",1,1010,"['볼거리', '놀', '거리', ':', '여의도', '공원', '자전거', '한강', '치킨', '배달', '하다', '먹기', 'IFC', 'Mall', '놀다', 'CGV', '포함']",부정
현대백화점에서 놀기. (2020년 완공예정),2,1010,"['현', '대', '백화점', '놀다', '2020년', '완공', '예정']",긍정
한강유람선타기.,3,1010,"['한강', '유람선']",긍정
"먹거리: 여의도 콩국수, 낙지 수제비, 에슐리, 토다이, 왕돈가스, 굴국밥, 등등 숨은 맛집 많음.",4,1010,"['먹거리', ':', '여의도', '콩국수', '낙지', '수제비', '에슐리', '토다', '왕', '돈가스', '굴국밥', '숨다', '맛집', '많다']",긍정
안전: 여의도 공원에서 한강공원으로 연결되는곳에 경찰서 있음.,5,1010,"['안전', ':', '여의도', '공원', '한강', '공원', '연결', '되다', '곳', '경찰서']",긍정
아 분위기도좋고 날씨도좋고한데 나무좀 더심어줘요ㅠㅠㅜ,0,1011,"['분위기', '도', '좋다', '날씨', '도', '좋다', '나무', '더', '심다', 'ㅠㅠㅜ']",긍정
그늘이 없어서 너무덥고 그리고 제발 전단지 돌리는사람 단속했음좋겠음!!!,1,1011,"['그늘', '없다', '무덥다', '제발', '전단지', '돌리다', '사람', '단속', '하다', '좋다', '!!!']",긍정
누가 전단지보고 주문하나 어플로하지..,2,1011,"['누가', '전단지', '보고', '주문', '어플', '하다', '..']",부정
