,0
1183,자전거 라이더들의 명당. 아 근데 담배 단속 좀 했으면 좋겠다.
1184,늘 마음편히 쉬다가는곳
1185,음... 현재는 비로 인해 많이 더러움
1186,산책하거나 차마시기 좋음. 배타기는 그저그렇지만.
1187,가을 밤에 가기 완전 좋아요
1188,늘 좋은곳
1189,굿 바람도 선선해요
1190,사람짱많음....
1191,내가 제일 좋아하는 곳
1192,세빛둥둥섬과 반포분수로 사진 찍기 좋은 곳
1193,저녁에 가서 뮤직 파운틴 보면 좋아요
1194,걍 밤네가면 분위기좋음 ㅇㅇ
1195,강추 좋아요~~모기한테 헌혈하는거 빼고요~~!!
1196,야경만 번지르르한 것 같네요..
1197,편의점 영업안하니 많이불편하네요
1198,경험할 수 있는게 많고 즐거운 시간
1199,여름에 가족끼리 친구끼리 지인끼리 바람쐬기 좋은장소.
1200,주말에 나들이 가기 좋네요 ㅡ 재밌습니다.
1201,노을이 멋집니다. 분수는 덤 ㅎㅎ
1202,봄바람!  강바람에 취하네요
1203,야간에 분수 보면서 치맥하기 좋습니다.
1204,야경 멋있네요
1205,공짜로 최고의 야경을 벗삼아 맥주한잔!
1206,사람이 많지만 좋습니다
1207,한강위에 떠있는거같은 그런 기분 ㅋ
1208,"주말엔 무지개분수가
장관입니다"
1209,자전거 라이딩 길이. 아주 아주. 좋아요
1210,"편의시설 굿
안락함 굿
풍경 굿"
1211,좋아요. 그늘이 좀 적어서 별 3개
1212,아주아주 좋다 ㅎ 가서 쉬다오장
1213,야시장이 열릴때 경치 보기 좋아요
1214,산책하기 좋은장소 운동하기도 좋다
1215,집근처의 세느강^^~여유롭고 좋습니다
1216,산책하기좋으나 조경은 안되어있음
1217,대중교통이 멀고... 자차 접근도 항상 막히는 구간
1218,가족과 함께 나들이로 야경을 이야깃거리 삼아
1219,너무좋았어요~ 분위기도좋고~^^
1220,운동 산책하기에  최고의 장소
1221,"서울 사는 지인들 모여, 수다와 한잔 하기 좋은 곳"
1222,멋진 서울 야경을 볼 수 있는곳
1223,가벼운 산책과 구경하기 좋네요~
1224,반포공원 넘좋아요~~ 돗자리깔고 맥주한쟌!
1225,사람이 어디까지 많아질까..
1226,여기는 꼭가봐야할 서울의 한강
1227,폭죽놀이와 밤도깨비 시장 가실분은 버스 또는 지하철 타고 오세요.
1228,돗자리와 좋은 친구는 필수
1229,치킨 과 맥주 마시기 좋습니다
1230,자전거타기에 아주 좋은 환경입니다.
1231,이뻐요 밤에도 야경이좋습니다.
1232,커피가 만나요~~^^
1233,주말 가족들과 휴식하기에 괜찮아요
1234,시원한 강물 잔디밭 공연 푸드트럭 아주 좋습니다
1235,운치있어요
1236,우리 나라 여가문화가 엄청나게 발달하고 있다는 것을 느낀다
1237,좋긴 한데 먹는거 주차비 등 비싸긴 합니다.
1238,넓고 아름다워요. 야경도 좋아요!
1239,지금 가기에는 날씨가 조금 춥네요.
1240,꼭 와보시길
1241,야경도 멋있고 시원하니 좋네요 ^^
1242,좋아요
1243,10월말까지 매주금.토밤 6시부터11시까지^^
1244,한강공원중에는 제일 조용하고 좋은듯
1245,나들이 산책하기에 좋아요
1246,괜찮은데 주말엔 사람이 너무 많음
1247,잔디광장.편의시설. 주야간 볼거리
1248,바람도시원하고다괜찮은데사람이너무많음..ㅋㄲ
1249,한강바랑과 힌가히 거닐 수 있는 서울의  휴식처
1250,세빛둥둥섬과 반포대교가 자랑하는 야경 강추
1251,힐링하기 넘 좋은 장소에여~~
1252,야간에 더 볼거리가 많은 한강의 풍경
1253,편의점만 더 늘어난다면 완벽할듯 :)
1254,자전거 타고 자주와요 좋아요~
1255,좋은데 커플끼리오지마세요 이유는 그냥오지마세요
1256,겨울에는 춥다. 옷을 단디입고갈것.
1257,평일 오전
1258,시민들이  쉬기좋은 장소입니다
1259,좋아요! 그런데 4월에 가면 얼어죽음
1260,있을거 다있는 재밌는 놀이공원 롤러코스터가 오짐
1261,밤에는 더이쁨  주차가  헬이징
1262,"반포대교의아름다운야경과어우러진
아름다운야시장."
1263,시원하고 잔디가 좋아요
1264,서울에서 잠시나마 힐링되는곳^^ Best
1265,시원합니다
1266,살짝 힘들땐 한강으로 가야징
1267,시민들이 즐길수 있는 멋진 장소.
1268,늦은밤 데이트하러 자주.가는 곳이에요
1269,먹거리두 많고 좋아요
1270,음식들이 다 괜찮아용 기대이상!
1271,맛집은 없음 푸드트럭과 심야데이트를 위한 장소
1272,자덕의 성지를 다녀왔습니다
1273,최고죠. 항상
1274,자전거 타고 가서 쉬기 좋네요
1275,잊을 수 없는 리버풀의 6번째 챔스우승을 본 곳
1276,기본 반포 까지는 가야지 어디서 출발하거나 ㅎ
1277,다른 한강 공원에 비해 그저 그렇습니다
1278,잠수교가 있어 교통이 편리합니다
1279,사람이 많지만 한강을 가까이 볼 수 있는 곳!
1280,사이클하면서 항상 즐기는 야경이 아름답습니다
1281,그냥 볼것없음~
1282,이쁜데 이시국에도 사람 개많더라
1283,밤바람이 많이 시원해졌네요~~
1284,한강을배경 야간조명 근사함.레스토랑 음식최고
1285,차량데이트에넘좋아요!
1286,"자주찾는곳,낮맥하기딱좋고"
1287,자전거타기 딱 좋은곳!
1288,자전거 타기 딱 좋은 풍경입니다!
1289,시원하고 놀이터가 커요
1290,술 안 파는거 오히려 좋은거 같아요
1291,굳
1292,주차가 어려우니 대중교통을 이용하세요
1293,산채하기 좋은날~
1294,아이들과 놀기 너무 좋아요
1295,여의도나 뚝섬에 비해 사람이 적은 한강공원.
1296,그늘막텐트설치허용구간에만 그늘막 텐트 설치가능
1297,적극 추천~~
1298,잔디를 다 막아놔서 앉은 곳이 없었음
1299,가을날씨 운동하기는 최고 입니다
1300,사람이 많긴 하지만 데이트 하기 좋음
1301,"봄, 가을에 오기 좋은 곳이죠"
1302,한강뷰 보면서 휴식을 보내기에 좋아요
1303,넓고 한강을  한눈에즐길수있어요
1304,좋은데 따릉이 스테이션이 없어요 ㅠ
1305,매일 가도 기분좋은 곳
1306,굿
1307,"분수 예뻐서 좋네요,,~"
1308,잠수교는 좋은 조깅 장소입니다.
1309,산책과 자전거등 놀러가기 좋아여
1310,언제나가도 좋고 재밌습니다~!
1311,여긴 아닌듯. 옆에 새빛둥둥섬에 있는 매장으로 가세요
1312,미세먼지없을때 저녁야경 이뻐요
1313,한여름 밤의 여유로움을 즐겨보자
1314,멋진야경이 아름다운 곳
1315,좋아요
1316,안전. 넓은 풀밭. 전용 자전거 도로.
1317,좋아요
1318,밤야경을 즐기며 치맥하기 좋은장소
1319,토욜 야시장  짐나가있기딱좋음
1320,새빛둥둥섬. 이쁘지도 멋지지도 새련되지도 않고ㅠ 국도 휴게실같음.
1321,"푸드트럭, 프리마켓이 다양함 날씨좋을때 가면  좋을듯"
1322,가족과함께 자전거 나들이 좋음
1323,반포에서 산책하세요. 기분이 좋아집니다.
1324,라이더들의 성지가 있어요
1325,분위기 좋아 사람들이 많이 찾는 곳
1326,"가족, 연인, 친구끼리 휴식하기 좋은 곳"
1327,잠수교가 있다는 것만으로 최고
1328,자전거 및 스케이트보드 타기 좋은 장소
1329,선선한 날씨. 여름에 가기 최적입니다.
1330,라이딩중 항상 이용하는 중간쉼터
1331,최악이다..개짜증..차밀고 나가지도못하고
1332,한강은어느라인이던 좋은곳임
1333,밤에 산책하기 좋아요^^
1334,"넓고, 한가로와서 연을 날릴 수 있었음"
1335,언제나 와도 너무나 좋은 장소
1336,강변 편의점에서 치킨 과 맥주가 좋군요
1337,여의도한강공원보다 덜 붐벼서 좋음
1338,겨울 불빛아트가 최고예요.
1339,분수도있고 야경도 멋져요
1340,산책하고 휴식하기 좋아요
1341,올림픽대로를 지나가면 매일보임 중
1342,싸이클 롱 타임
1343,주말 굿 사람많음 그늘이 모자람
1344,야경이 아름다운 곳 입니다
1345,한강공원중에서는 반포가 제일 좋더라..♡
1346,사람 많네요
1347,야경과 함께 간식먹기 좋아요
1348,더운것만 빼면 참 좋음
1349,강바람받으면서 치맥하기엔 최고인듯
1350,도보로 이동 빡쎄구 차량이동시  혼잡 ㅋ
1351,서울 한복판에 이런곳이 있어 좋다
1352,남산뷰와 한강 그리고 분수까지 좋으나 쓰레기가 넘쳐나는
1353,한강공원 중 가장 유명한느낌
1354,"개판이네
두시간을 서있는 버스에 타고 있음"
1355,날 좋으면 여기는 꼭 다님ㅋㅋ
1356,가족과함께 하는 곳 !
1357,맛있는 것도 많고 좋아요
1358,경치가 넘 좋아요~^^
1359,아직 추워요 라면먹기 좋음 ㅎㅎ
1360,여유를 즐기기엔 최고입니다.
1361,주차지옥.   출차까지  1시간  가까이 소요됨.
1362,분위기좋고 맛도 좋네용
1363,반포 살고 싶다
1364,"싫지 않아요
가족단위로 놀기 좋슴다"
1365,그늘이 별로 없음
1366,바이크 라이더들이 모이는 장소 중 하나
1367,운동하기좋고 경치좋고
1368,"산책하기 좋고, 자전거타기 좋습니다."
1369,사람들 야간에 좀 많아요
1370,7시반포대교 분수쇼. 카페에서 한강조망.
1371,여친이랑 소중이 추옥
1372,화려한조명에 건물도이쁘고
1373,가족단위로 오기가 좋네요~
1374,사람이 버글버글합니다. 매점 화장실 사용이 어려움
1375,4월 반포 에서  여의도 쪽으로 벚꽃길 강추!
1376,시원하고 좋아요.
1377,너무좋아요^^바람도시원하고^^
1378,다른 한강공원과 또다른 곳이네요
1379,멋진 추억으로 오래 간직되길...
1380,여의도한강공원보다 여유롭고 깨끗함!
1381,산책하면서 들릴만한 좋은 곳
1382,사람 많음
1383,주말에 주차하기 힘듬 ㅠ
1384,사람이 많아도 너무 많다ㅜㅜㅜㅜㅜ화장실이 불편하다ㅜㅜ
1385,"연인들, 친구들, 가족들과 가기좋은곳"
1386,신선하고 운동하기 좋아요
1387,여자사람과 같이가서 별4개!
1388,지저분함. 이용자들이 쓰레기를 아무데나 버림
1389,젊은 낭만의 서울
1390,특별할거 없는 돈만 들여서 낭비하는듯한 곳.
1391,자전거타기 참좋은곳
1392,자전거 라이딩 기초 필수 코스..ㅋ
1393,가족과 함께한 나드리 즐거웠습니다.
1394,날씨 좋을떄 가니까 좋다
1395,야경 맛집이쥬
1396,멋진야경과 한강을 만끽할수있는곳
1397,접근성이 좋아서 항상 사람이 많음
1398,시원하고 분위기 좋아요
1399,돗대기시장...푸드트럭음식도 비싸다
1400,한강공원중 최애장소😍…
1401,가족 연인끼리 놀수있어서 좋아요^^
1402,쾌적하지 못하고 지저분함.
1403,깨끗111017금신경선쓰기930pm재
1404,참 좋다. 밤엔추울수...
1405,운동하기좋은 장소~♡
1406,인산인해 ㅠㅠ
1407,서울에서 제일 좋은 한강지역입니다
1408,붉게 타는 노을 새빛섬
1409,좋았습니다~
1410,너무 좋아요~!!
1411,데이트하기 좋움
1412,음식 맛있긴 한데 좀 비싸여
1413,그늘이 없지만 깨끗해요
1414,"한강 자전거 코스의 꽃
점보치킨을 먹어봐야 할것."
1415,힌강 공원에서 즐거운 나들이 가능합니다.
1416,강을 보며 산책 할 수 있음
1417,"화장실 좀 아쉬워요
물건값도 좀 비싸고"
1418,산책하기 좋고 구경하기 좋아요
1419,라면 먹기 딱 좋은 곳
1420,"너무 비싸요
그래도 북적북적 좋아요"
1421,깨끗하고 야간 걷기 좋음
1422,날씨가 너무 좋았어요
1423,공원이 다 똑같지 뭐
1424,푸드트럭도 있고 시원하고 좋음
1425,자전거 라이딩~~
1426,이름처럼 낭만적이면 참 좋으련만
1427,좋아용 날씨 선선할때 ㄱㅅ
1428,위치적으로는 없으면 안되긴 하지만 너무 비싸요.
1429,주차만 가능하다면 가장 좋은 한강공원
1430,좋은데 사람이 겁나게 많아여
1431,한강에서 놀다가 편하게 이용할 수 있습니다.
1432,가끔 놀러가거나 자전거타기 좋습니다.
1433,새빛 둥둥 야경이 좋아요
1434,여가생활에 있어서 좋은 장소..
1435,좋다
1436,시원한 강바람과 야경이 멋짐
1437,편의점 알바인지 주인인지 너무 불친절함
1438,내가사는  동네임   불편한거  없음
1439,산책하기 좋은곳..
1440,많은 사람들이 이용하는 유명 한강 공원
1441,주말에 들르기 좋아요
1442,서울의 시민공원으로 심장같은곳입니다.
1443,여름에 가면 좋은 곳
1444,빛섬축제
1445,쾌적한 환경이 마음에 든다
1446,최고의 장소
1447,세빛섬의 저녁~~
1448,밤에가면 야경때문에 볼만합니다.
1449,낮 과 밤 모두 아름답습니다.
1450,편의점 가격이 지점마다 틀려요!!
1451,산책코스가매우 좋습니다.
1452,아름다운 곳 인연이 시작되는 곳
1453,밤도깨비 야시장 재밌었어요
1454,구경10분 주차하고 나가는데 2시간
1455,바람넘무조아요 서커스 기대왕창
1456,이계절 날씨엔 선선하니 좋겠네
1457,한강과 남산을 즐길 수 있는 곳
1458,반포대교 가끔 놀러가요 완전 좋아요
1459,반포 한강공원 서래섬 풍경입니다~
1460,밤도깨비 야시장 좋아요
1461,야경 밤도깨비 축제 굳굳
1462,삶은 아름답다.
1463,좋아요
1464,여친과 가자 여친이없다면  앗...아앗....
1465,"날씨도 ..굿
화창한 가을 날씨..."
1466,야경이 정말 좋아요
1467,김재환 덕분에 5점입니다 김재환 하세요 ^^
1468,연인이 함께 걷기 좋은곳
1469,여의도 보다 사람이 많은 듯...
1470,시원함 근데 티한장입고가서 추웠음
1471,주차장 거지같아요. 다신 안갈듯
1472,여가활동과 산책하기 좋음
1473,산책하기 좋아요~
1474,^^한강 나들이 좋아요
1475,오랜만에갔는데 여전히 좋아요~~~
1476,코로나여도 사람은 많다...!
1477,세빛섬 PIM 키즈카페 좋음
1478,1월28일..강바람이강해서 추움..
1479,한강을 즐기는 분들에게 최고의 장소
1480,"시원했음
별빛섬 볼거없어요"
1481,반포야 뭐~^^ 날씨 좋을때 딱이죠~^^
1482,너는 치킨을 시키게 될 것이야...
1483,한강변 조깅 좋아요.
1484,좋아요 근데 미세먼지 ㅠ
1485,행복
1486,무지개분수는 비가오면 안해요
1487,분위기 깡패 단점은 사람이 넘나마나....
1488,멍때리면서 바람쐬기 좋음
1489,경치 쥬야간 멋진곳입니다
1490,한강뷰 즐기기 좋은 곳
1491,다좋운데 bhc치킨따문에 별로됬음
1492,도깨비시장 한번 들어가면 나오기 힘들어요
1493,쉬기 좋고 경치좋은곳
1494,자전가와 함께
1495,너무 좋았는데 한시적 이벤트라 아쉬워요
1496,산책하기 참좋아요
1497,대 ! 자유..
1498,예쁘네요
